,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID5421918671,2,2,4,-37.815504499999996,144.9377081,-37.807202000000004,145.0266373,8734.0,2018-04-25,06:25:27,2259.48,7:03:06,231.6
ID3677615965,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-07-26,19:59:37,13204.98,23:39:41,60.33
ID1332205831,0,6,2,-37.773845,144.9836895,-37.8137302,144.94094760000002,6768.0,2018-06-13,12:14:54,1562.76,12:40:56,10.76
ID5181268329,2,4,2,-37.807202000000004,145.0266373,-37.820783,144.94864730000003,8054.0,2018-02-23,08:52:45,2050.62,9:26:55,213.95
ID1207783230,0,4,2,-37.8261748,145.0083752,-37.8139801,144.935777,7667.0,2018-04-03,11:11:25,1915.38,11:43:20,10.65
ID3860496533,1,4,5,-37.8056135,145.0041517,-37.8028336,144.93545580000003,7204.0,2018-01-07,10:56:22,1886.4,11:27:48,14.96
ID5986959822,2,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-02-03,01:45:24,13204.98,5:25:28,1315.17
ID5636060600,2,9,2,-38.1109156,144.65417250000002,-37.8177191,144.9321905,43182.0,2018-05-02,18:18:56,10364.88,21:11:40,1028.88
ID1271558823,0,6,2,-37.7874325,144.9803767,-37.810212799999995,144.9472956,4928.0,2018-04-27,01:02:18,1250.64,1:23:08,13.97
ID3239153857,1,3,9,-37.820193200000006,144.9696953,-38.1109156,144.65417250000002,44132.0,2018-02-18,14:16:38,10629.18,17:13:47,55.33
ID1870384102,0,6,1,-37.773845,144.9836895,-37.8082812,144.976622,4516.0,2018-06-21,18:14:54,925.56,18:30:19,8.16
ID3135551159,1,1,7,-37.8153924,144.9666436,-37.8618349,144.90571599999998,7988.0,2018-02-04,09:24:50,2775.42,10:11:05,14.53
ID1908619574,0,5,7,-37.802057,144.9301684,-37.8618349,144.90571599999998,11386.0,2018-06-13,22:11:19,3610.26,23:11:29,15.41
ID1946582078,0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-04-04,00:53:08,13204.98,4:33:12,27.27
ID3432860523,1,3,6,-37.8249256,144.9847345,-37.7908183,144.9857929,4210.0,2018-06-01,22:37:14,1037.82,22:54:31,25.31
ID1120434635,0,5,6,-37.8001569,144.93536630000003,-37.7874421,144.9804091,6932.0,2018-07-18,07:44:12,1732.56,8:13:04,5.41
ID1611236497,0,6,4,-37.7907967,144.985865,-37.80243660000001,144.99199130000002,1892.0,2018-02-17,20:28:20,563.46,20:37:43,10.77
ID1988576225,0,7,3,-37.8618349,144.90571599999998,-37.823665500000004,144.98214030000003,8617.0,2018-06-01,16:19:57,2878.56,17:07:55,15.0
ID1219413974,0,5,4,-37.7986898,144.91997859999998,-37.818581200000004,145.00491269999998,8641.0,2018-04-28,08:19:21,2130.84,8:54:51,10.09
ID3717208389,1,4,1,-37.8055175,144.9979872,-37.817536,144.9591132,4376.0,2018-03-16,05:37:54,1075.26,5:55:49,20.64
ID3633245827,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-03-21,22:53:38,12681.06,2:24:59,64.22
ID1933098085,0,7,6,-37.8618349,144.90571599999998,-37.7738026,144.98364660000001,16033.0,2018-02-06,07:12:34,5320.68,8:41:14,14.65
ID1176800757,0,5,2,-37.8044873,144.92905480000002,-37.8141377,144.9443707,2026.0,2018-10-07,02:01:47,550.08,2:10:57,14.3
ID3311848385,1,4,8,-37.814929799999994,144.9998555,-37.8158343,145.04645,4534.0,2018-02-20,17:12:53,1447.5,17:37:00,15.94
ID3675276728,1,2,7,-37.8155713,144.928303,-37.8618349,144.90571599999998,11674.0,2018-05-13,00:38:15,3768.12,1:41:03,34.55
ID3678799461,1,2,3,-37.8133482,144.9377959,-37.8197918,144.991792,5515.0,2018-02-22,09:53:48,1285.02,10:15:13,7.89
ID1716713784,0,2,9,-37.8187937,144.91685259999997,-38.1109156,144.65417250000002,44691.0,2018-05-24,06:49:35,10820.7,9:49:55,14.95
ID3723773299,1,7,2,-37.8618349,144.90571599999998,-37.8149372,144.9452921,9539.0,2018-05-26,05:02:10,3174.6,5:55:04,32.36
ID1529912085,0,6,1,-37.7995359,144.9899753,-37.820525700000005,144.9663989,3930.0,2018-06-30,01:42:00,1034.64,1:59:14,14.89
ID1814462831,0,5,4,-37.8065224,144.9317679,-37.807202000000004,145.0266373,9156.0,2018-01-23,18:38:37,2349.78,19:17:46,10.77
ID3487468898,1,5,9,-37.80119570000001,144.93258380000003,-38.1109156,144.65417250000002,43944.0,2018-01-18,01:02:15,10526.52,3:57:41,55.55
ID1260894669,0,6,5,-37.7874325,144.9803767,-37.8062019,144.9397764,6143.0,2018-12-06,10:16:14,1455.18,10:40:29,4.07
ID5394136522,2,6,4,-37.7738026,144.98364660000001,-37.807202000000004,145.0266373,11470.0,2018-07-26,22:53:48,3452.82,23:51:20,367.5
ID3879756489,1,8,3,-37.8158343,145.04645,-37.82133579999999,144.9844195,6479.0,2018-07-20,08:57:42,1960.62,9:30:22,11.46
ID3657416104,1,4,8,-37.818726899999994,145.001466,-37.8158343,145.04645,4744.0,2018-06-30,04:43:57,1468.62,5:08:25,27.45
ID1312942014,0,7,6,-37.8618349,144.90571599999998,-37.7874421,144.9804091,11630.0,2018-07-14,05:55:58,3678.54,6:57:16,18.42
ID3294548416,1,5,2,-37.8057114,144.93090039999998,-37.8189026,144.9471781,2399.0,2018-02-28,08:46:09,613.68,8:56:22,6.79
ID3668241638,1,3,4,-37.8200177,144.9670299,-37.809622999999995,145.01504680000002,5371.0,2018-05-15,09:19:46,1366.86,9:42:32,8.41
ID1326739100,0,4,6,-37.8098489,144.993852,-37.7874325,144.9803767,3786.0,2018-06-30,00:33:59,911.88,0:49:10,12.21
ID1976344658,0,1,4,-37.808497499999994,144.9589549,-37.8134029,145.00250659999998,4203.0,2018-02-27,04:14:54,1025.34,4:31:59,11.17
ID1959446217,0,9,1,-38.1109156,144.65417250000002,-37.820637299999994,144.95686659999998,42819.0,2018-06-30,13:00:14,10296.54,15:51:50,18.23
ID3703360988,1,7,6,-37.8618349,144.90571599999998,-37.773845,144.9836895,13169.0,2018-04-30,07:14:16,3863.58,8:18:39,18.67
ID3904832416,1,5,6,-37.799487899999995,144.92750900000001,-37.7907967,144.985865,6469.0,2018-02-28,22:37:25,1807.68,23:07:32,28.25
ID1752290910,0,6,9,-37.8014117,144.9761818,-38.1109156,144.65417250000002,45344.0,2018-03-19,08:03:52,11034.78,11:07:46,15.99
ID3884721861,1,3,4,-37.8206287,144.9707674,-37.8061658,144.9995386,5472.0,2018-04-30,00:57:31,1414.62,1:21:05,21.88
ID3929428524,1,7,4,-37.8618349,144.90571599999998,-37.8169606,144.9987394,10625.0,2018-02-03,12:09:49,3411.3,13:06:40,22.8
ID1326178694,0,5,6,-37.799726799999995,144.92549440000002,-37.7738026,144.98364660000001,11163.0,2018-03-20,10:59:47,3345.42,11:55:32,8.1
ID1829982905,0,6,6,-37.7995359,144.9899753,-37.7908183,144.9857929,1429.0,2018-04-30,23:48:26,339.0,23:54:05,11.39
ID3968246077,1,4,4,-37.807202000000004,145.0266373,-37.8075236,144.99565869999998,3154.0,2018-03-23,15:23:09,781.92,15:36:10,15.0
ID1971408783,0,7,4,-37.8618349,144.90571599999998,-37.815090600000005,145.0060096,11457.0,2018-06-30,13:55:16,3621.72,14:55:37,11.29
ID3791630789,1,1,9,-37.80915770000001,144.9497677,-38.1109156,144.65417250000002,42872.0,2018-02-16,05:57:29,10301.1,8:49:10,55.39
ID1900584111,0,4,3,-37.807202000000004,145.0266373,-37.8206146,144.9837337,5323.0,2018-05-27,12:51:11,1348.44,13:13:39,12.91
ID3316852262,1,7,4,-37.8618349,144.90571599999998,-37.81340529999999,145.0119362,12220.0,2018-01-26,11:16:47,3779.94,12:19:46,18.02
ID3443634013,1,1,4,-37.8231807,144.96072790000002,-37.8086463,145.0009754,4594.0,2018-02-13,04:57:07,1198.08,5:17:05,20.22
ID1586233900,0,5,7,-37.7998331,144.93983469999998,-37.8618349,144.90571599999998,11006.0,2018-06-19,02:52:06,3605.52,3:52:11,16.43
ID1770975476,0,5,4,-37.805931,144.93810469999997,-37.807202000000004,145.0266373,8722.0,2018-01-26,08:00:52,2249.58,8:38:21,5.84
ID3896504742,1,3,9,-37.8193232,144.9833649,-38.1109156,144.65417250000002,45397.0,2018-01-18,03:46:11,10926.0,6:48:17,58.01
ID1768889799,0,6,1,-37.7874325,144.9803767,-37.818112,144.97000930000002,3856.0,2018-02-17,19:59:03,951.24,20:14:54,12.58
ID1904946445,0,6,7,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-08-04,18:36:28,3697.02,19:38:05,15.59
ID5725041515,2,2,9,-37.81347720000001,144.9409691,-38.1109156,144.65417250000002,42282.0,2018-06-24,05:41:12,10134.36,8:30:06,1021.9
ID1618803319,0,7,6,-37.8618349,144.90571599999998,-37.7907967,144.985865,11711.0,2018-02-04,10:34:28,3859.8,11:38:47,8.36
ID5203859269,2,6,3,-37.7738026,144.98364660000001,-37.8226117,144.9848055,9096.0,2018-04-21,08:00:58,2855.88,8:48:33,299.74
ID3122061898,1,6,8,-37.7738026,144.98364660000001,-37.8158343,145.04645,13562.0,2018-01-25,06:52:25,4213.56,8:02:38,18.75
ID3677482269,1,5,1,-37.8037739,144.9188476,-37.8163449,144.9596659,4261.0,2018-01-22,19:32:26,1122.42,19:51:08,13.58
ID1283709525,0,3,6,-37.81906970000001,144.9854871,-37.7874421,144.9804091,3981.0,2018-03-05,18:48:21,1011.0,19:05:12,9.27
ID1834931764,0,4,4,-37.807202000000004,145.0266373,-37.7998088,145.01854419999998,2649.0,2018-04-15,21:30:05,661.32,21:41:06,14.54
ID3779585231,1,4,7,-37.8144638,145.00779599999998,-37.8618349,144.90571599999998,11688.0,2018-02-24,16:21:07,3666.6,17:22:13,28.48
ID3183320460,1,4,6,-37.8106776,145.00064740000002,-37.7908183,144.9857929,3440.0,2018-07-20,01:41:03,858.42,1:55:21,18.14
ID1798449536,0,2,6,-37.8140636,144.93969140000002,-37.7738026,144.98364660000001,9644.0,2018-01-05,04:29:12,2931.06,5:18:03,14.97
ID3708015257,1,7,1,-37.8618349,144.90571599999998,-37.802256400000005,144.96332560000002,9515.0,2018-04-16,07:31:02,3143.4,8:23:25,15.66
ID1482694022,0,6,5,-37.7874325,144.9803767,-37.8126695,144.9315696,7096.0,2018-02-15,20:46:42,1832.46,21:17:14,10.75
ID1134447573,0,4,6,-37.802641799999996,144.99387280000002,-37.7738026,144.98364660000001,8324.0,2018-07-02,12:31:02,2581.62,13:14:03,11.02
ID3751249473,1,6,5,-37.7907967,144.985865,-37.8052848,144.9400014,6064.0,2018-05-01,03:08:17,1672.62,3:36:09,21.37
ID1604163525,0,8,6,-37.8158343,145.04645,-37.7907967,144.985865,7470.0,2018-04-23,23:43:11,2302.38,0:21:33,14.05
ID1205827528,0,2,9,-37.8209652,144.9473885,-38.1109156,144.65417250000002,41850.0,2018-07-17,17:41:11,10067.1,20:28:58,18.97
ID5117274686,2,3,7,-37.8101608,144.98072009999998,-37.8618349,144.90571599999998,9398.0,2018-07-22,15:11:42,3166.86,16:04:28,335.43
ID1292579994,0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-01-16,19:47:37,4911.6,21:09:28,11.3
ID5599877614,2,5,3,-37.805317200000005,144.94094909999998,-37.8194217,144.98399650000002,4907.0,2018-06-04,21:46:35,1221.12,22:06:56,148.7
ID3134866745,1,8,5,-37.8158343,145.04645,-37.808146799999996,144.9342466,10331.0,2018-04-16,21:26:56,2889.24,22:15:05,27.91
ID3527434822,1,3,9,-37.816100899999995,144.9726103,-38.1109156,144.65417250000002,44302.0,2018-11-01,12:24:11,10689.12,15:22:20,50.07
ID3782803811,1,5,4,-37.7945465,144.9357497,-37.807202000000004,145.0266373,10740.0,2018-06-25,03:26:11,2779.92,4:12:30,27.06
ID1569556310,0,9,2,-38.1109156,144.65417250000002,-37.8201205,144.9400868,41592.0,2018-07-17,08:22:39,9972.9,11:08:51,14.74
ID3539507131,1,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-03-04,05:02:50,4911.6,6:24:41,34.25
ID1502802606,0,3,9,-37.8254211,144.98099430000002,-38.1109156,144.65417250000002,45563.0,2018-03-15,06:51:33,10999.74,9:54:52,15.94
ID1729837944,0,4,3,-37.807202000000004,145.0266373,-37.8104554,144.99050480000002,3890.0,2018-04-26,09:15:08,960.78,9:31:08,5.62
ID1499364948,0,4,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-02-21,11:56:30,12069.78,15:17:39,17.74
ID1720638217,0,7,4,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-02-13,14:47:47,4292.4,15:59:19,11.85
ID3905214417,1,6,7,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-08-04,17:38:05,3697.02,18:39:42,27.7
ID1489684926,0,2,4,-37.8154612,144.9387959,-37.8134871,145.01236809999997,7177.0,2018-02-20,00:07:19,1863.42,0:38:22,13.2
ID1142318696,0,4,9,-37.815282200000006,145.00293259999998,-38.1109156,144.65417250000002,47227.0,2018-04-28,10:10:38,11333.34,13:19:31,20.19
ID3819274108,1,3,2,-37.8137679,144.9855459,-37.815188,144.9450088,4184.0,2018-01-19,02:02:44,1019.94,2:19:43,20.85
ID1735608593,0,6,2,-37.7874421,144.9804091,-37.824725,144.9430046,6312.0,2018-07-16,17:27:26,1660.5,17:55:06,10.42
ID1203481022,0,7,5,-37.8618349,144.90571599999998,-37.812911,144.9282021,11641.0,2018-02-28,07:51:52,3735.54,8:54:07,7.75
ID3929811705,1,4,9,-37.8025657,145.00503740000002,-38.1109156,144.65417250000002,47934.0,2018-03-16,03:54:05,11604.36,7:07:29,59.24
ID3199385058,1,4,4,-37.807202000000004,145.0266373,-37.8103794,145.0144404,2385.0,2018-05-04,07:27:07,575.1,7:36:42,6.31
ID1229730408,0,3,6,-37.8134281,144.973646,-37.7874325,144.9803767,3041.0,2018-05-20,16:27:11,747.42,16:39:38,12.43
ID1115105981,0,3,2,-37.812362,144.9737199,-37.820668100000006,144.94618559999998,2794.0,2018-02-01,22:22:58,610.2,22:33:08,11.31
ID3677674367,1,5,2,-37.8044169,144.9295844,-37.820727399999996,144.9485635,2846.0,2018-07-03,17:21:17,726.24,17:33:23,14.52
ID3509346753,1,6,7,-37.7738026,144.98364660000001,-37.8618349,144.90571599999998,16033.0,2018-02-26,07:12:53,5323.56,8:41:36,24.11
ID1590915218,0,8,1,-37.8158343,145.04645,-37.805841,144.956183,8044.0,2018-01-04,03:50:32,2321.46,4:29:13,17.4
ID3527855459,1,2,3,-37.8222831,144.9498288,-37.8097448,144.9931259,4377.0,2018-02-25,07:25:41,1203.18,7:45:44,11.31
ID5419678135,2,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-01-28,12:22:46,4917.48,13:44:43,506.5
ID1417157900,0,5,4,-37.8029953,144.92810690000002,-37.7997523,145.00938380000002,8005.0,2018-01-21,23:47:38,2090.46,0:22:28,16.77
ID5157721405,2,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-01-04,13:56:02,13173.36,17:35:35,1308.7
ID5373011951,2,7,1,-37.8618349,144.90571599999998,-37.8214505,144.96904640000002,7753.0,2018-07-15,08:29:59,2722.8,9:15:21,284.0
ID5983950780,2,4,9,-37.802419,144.99178,-38.1109156,144.65417250000002,46745.0,2018-09-03,01:00:04,11264.34,4:07:48,1126.37
ID1115701263,0,7,3,-37.8618349,144.90571599999998,-37.8121287,144.98769840000003,9762.0,2018-02-05,09:52:53,3279.24,10:47:32,8.07
ID3573770447,1,1,5,-37.8171409,144.9644869,-37.8049255,144.92721369999998,4082.0,2018-07-05,17:23:45,1176.84,17:43:21,12.67
ID1283949994,0,3,1,-37.8108844,144.99018759999998,-37.7994374,144.96075349999998,3705.0,2018-07-16,23:43:51,944.46,23:59:35,12.3
ID3987412385,1,4,1,-37.810354,145.0100563,-37.8094689,144.9726522,3924.0,2018-06-13,13:16:16,964.98,13:32:20,13.25
ID1233758488,0,4,1,-37.8020363,145.00412240000003,-37.8182336,144.9652288,4593.0,2018-01-18,11:24:53,1203.66,11:44:56,6.28
ID1911300641,0,4,1,-37.821793799999995,145.00951740000002,-37.803331400000005,144.95913080000003,5576.0,2018-06-21,06:17:06,1380.18,6:40:06,4.35
ID1636417121,0,6,1,-37.7874421,144.9804091,-37.8233885,144.9680947,4618.0,2018-07-21,00:55:50,1217.16,1:16:07,16.94
ID1908425854,0,6,4,-37.7908183,144.9857929,-37.807202000000004,145.0266373,4835.0,2018-04-18,07:31:38,1248.96,7:52:26,3.68
ID3723877444,1,9,5,-38.1109156,144.65417250000002,-37.8147958,144.92705790000002,44456.0,2018-04-16,11:33:18,10687.32,14:31:25,45.16
ID5195020273,2,2,7,-37.8240357,144.9436033,-37.8618349,144.90571599999998,9174.0,2018-06-04,17:16:13,3189.84,18:09:22,332.38
ID3728893493,1,3,6,-37.8187161,144.98400859999998,-37.7907967,144.985865,3362.0,2018-04-17,10:12:05,949.02,10:27:54,7.32
ID5994732663,2,2,8,-37.815866299999996,144.92163630000002,-37.8158343,145.04645,11746.0,2018-02-20,05:43:06,3348.24,6:38:54,360.82
ID3523764906,1,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-01-23,04:06:17,13173.36,7:45:50,65.86
ID1334515554,0,9,3,-38.1109156,144.65417250000002,-37.8185054,144.9908864,46036.0,2018-07-01,22:52:49,11155.14,1:58:44,28.23
ID1304825236,0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-03-23,17:49:57,13173.36,21:29:30,22.75
ID1618812972,0,6,4,-37.7874325,144.9803767,-37.8004966,144.9998066,3270.0,2018-03-25,19:40:23,825.3,19:54:08,11.83
ID1741957309,0,2,4,-37.8139548,144.92983999999998,-37.811512,145.0098666,8145.0,2018-06-18,23:31:31,2083.2,0:06:14,15.56
